TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Target
133.56,2023-01-24 18:43:06,1,13,2,25.0,3,177.0,1.0,783.83,2024-11-04 08:06:58,0
868.05,2023-01-12 16:35:36,0,36,2,49.0,1,119.0,1.0,3931.03,2024-11-04 08:09:57,2
52.87,2023-03-31 17:25:22,1,16,1,24.0,3,70.0,1.0,960.96,2024-11-04 08:11:49,0
179.0,2023-09-06 16:01:35,1,15,0,78.0,2,121.0,1.0,7310.88,2024-11-04 08:10:18,2
1168.26,2023-06-12 16:25:21,0,30,2,73.0,2,37.0,1.0,1385.74,2024-11-04 08:09:53,2
384.11,2023-05-15 16:35:43,1,13,0,58.0,2,12.0,1.0,7902.52,2024-11-04 08:06:36,2
227.61,2023-08-07 16:16:26,1,15,2,71.0,2,61.0,1.0,4405.28,2024-11-04 08:07:41,2
40.83,2023-08-16 16:40:51,1,16,0,48.0,1,24.0,1.0,3944.12,2024-11-04 08:12:04,2
19.76,2023-03-31 17:50:09,1,26,0,20.0,3,240.0,1.0,1523.04,,0
484.24,2023-05-29 16:40:15,1,33,1,67.0,0,77.0,1.0,8042.3,2024-11-04 08:06:44,2
211.36,2023-06-19 16:59:35,1,15,2,33.0,0,110.0,1.0,5531.93,2024-11-04 08:06:25,0
301.47,2023-01-26 16:13:15,1,7,1,21.0,3,291.0,1.0,560.73,2024-11-04 08:09:25,0
199.09,2023-05-19 16:54:16,1,11,2,70.0,0,89.0,1.0,1658.52,2024-11-04 08:08:46,2
38.95,2023-10-18 16:44:17,1,20,2,27.0,1,50.0,1.0,731.52,,0
515.94,2023-12-22 16:42:33,1,37,0,29.0,1,37.0,1.0,1389.89,2024-11-04 08:11:10,0
41.93,2023-02-13 16:44:18,1,14,0,48.0,1,136.0,1.0,5081.26,2024-11-04 08:06:24,2
137.84,2023-11-13 16:03:01,1,29,0,27.0,3,112.0,1.0,1000.35,2024-11-04 08:09:26,0
95.35,2023-07-26 16:27:19,1,6,2,21.0,3,131.0,1.0,1639.9,2024-11-04 08:07:22,0
93.14,2023-01-02 16:47:11,1,22,2,67.0,2,151.0,1.0,5473.82,2024-11-04 08:07:53,2
1427.71,2023-01-24 17:26:34,1,27,1,64.0,0,159.0,1.0,1729.26,2024-11-04 08:09:30,2
79.33,2023-12-06 16:10:00,0,19,2,51.0,0,109.0,1.0,14798.1,2024-11-04 08:07:06,3
76.89,2023-05-10 17:49:57,1,6,0,55.0,0,132.0,1.0,4734.110000000001,2024-11-04 08:10:31,2
233.71,2023-03-13 17:30:20,1,17,2,19.0,3,297.0,1.0,1231.98,2024-11-04 08:12:09,1
14.92,2023-05-22 16:51:28,1,19,1,26.0,1,120.0,1.0,6611.26,2024-11-04 08:07:33,0
242.17,2023-06-08 16:28:29,1,17,0,60.0,0,147.0,1.0,883.72,2024-11-04 08:10:41,2
122.98,2023-07-24 16:15:58,1,17,2,79.0,2,228.0,1.0,5055.99,2024-11-04 08:09:50,1
129.35,2023-08-28 16:31:48,1,19,0,52.0,1,130.0,1.0,7166.88,2024-11-04 08:09:41,3
138.33,2023-07-07 17:58:29,1,9,2,21.0,3,69.0,1.0,232.56,2024-11-04 08:09:17,0
39.31,2023-10-30 17:24:55,1,32,2,25.0,3,178.0,1.0,1236.38,2024-11-04 08:06:47,0
91.85,2023-10-16 16:50:31,1,39,2,21.0,3,148.0,1.0,802.09,2024-11-04 08:12:14,0
277.7,2023-06-22 16:38:46,1,26,1,58.0,1,107.0,1.0,1423.2,2024-11-04 08:11:43,2
114.03,2023-11-24 16:30:21,1,32,0,51.0,0,172.0,1.0,13388.56,2024-11-04 08:11:42,3
302.63,2023-02-28 17:24:26,0,38,1,27.0,1,10.0,1.0,2801.28,2024-11-04 08:07:17,0
31.19,2023-04-25 16:23:59,1,5,0,52.0,1,74.0,1.0,5545.96,2024-11-04 08:09:33,2
112.91,2023-11-15 18:04:22,0,40,2,27.0,1,135.0,1.0,4764.48,2024-11-04 08:09:36,0
742.26,2023-06-20 17:04:02,1,36,2,27.0,1,36.0,1.0,7868.19,2024-11-04 08:10:01,3
256.8,2023-02-24 16:49:51,1,5,0,26.0,3,80.0,1.0,1128.38,2024-11-04 08:09:22,0
378.68,2023-01-06 17:23:59,1,13,0,60.0,0,239.0,1.0,7627.04,2024-11-04 08:07:11,1
571.93,2023-09-20 17:44:37,1,42,2,52.0,2,119.0,1.0,4026.03,2024-11-04 08:06:42,2
26.31,2023-08-11 16:38:16,0,2,2,77.0,2,163.0,1.0,7095.76,2024-11-04 08:06:54,2
205.58,2023-08-16 17:49:13,1,32,2,20.0,3,112.0,1.0,1501.95,2024-11-04 08:07:55,0
533.61,2023-12-20 16:17:11,1,23,2,48.0,1,115.0,1.0,3656.93,2024-11-04 08:11:43,2
428.62,2023-06-05 16:02:04,1,33,1,55.0,2,72.0,1.0,3473.24,2024-11-04 08:10:24,2
361.22,2023-04-17 17:58:55,1,33,0,64.0,2,167.0,1.0,7061.73,2024-11-04 08:10:24,2
837.29,2023-11-27 16:14:25,1,31,1,25.0,3,216.0,1.0,6012.67,2024-11-04 08:07:12,1
117.25,2023-04-03 16:35:30,0,1,2,31.0,0,73.0,1.0,13694.68,2024-11-04 08:08:29,3
135.27,2023-08-10 16:16:41,1,1,0,48.0,0,131.0,1.0,9410.51,2024-11-04 08:09:32,3
185.1,2023-08-08 16:21:01,1,0,1,53.0,2,23.0,1.0,6115.63,2024-11-04 08:10:41,2
113.54,2023-09-22 16:42:46,1,8,2,38.0,1,273.0,1.0,5581.21,2024-11-04 08:08:45,1
354.96,2023-11-29 16:27:38,1,13,2,69.0,0,96.0,1.0,6712.94,2024-11-04 08:08:19,2
224.22,2023-01-23 18:45:00,1,14,1,53.0,0,37.0,1.0,8400.87,2024-11-04 08:12:18,3
737.1,2023-07-19 16:11:01,1,42,0,60.0,2,92.0,1.0,4644.19,2024-11-04 08:11:08,2
223.22,2023-07-17 16:20:27,1,13,0,27.0,3,96.0,1.0,1734.22,2024-11-04 08:08:15,0
557.26,2023-10-04 17:06:57,1,38,0,69.0,0,53.0,1.0,5237.12,2024-11-04 08:09:49,2
1496.57,2023-02-27 16:18:28,1,22,2,33.0,1,95.0,1.0,969.06,2024-11-04 08:06:37,0
27.44,2023-11-06 17:23:43,1,4,0,62.0,2,164.0,1.0,5950.48,2024-11-04 08:08:43,2
310.09,2023-11-24 16:49:29,1,11,1,36.0,0,166.0,1.0,9962.5,2024-11-04 08:10:52,3
80.38,2023-03-06 16:25:52,1,18,2,52.0,0,116.0,1.0,9662.88,2024-11-04 08:09:54,3
26.1,2023-12-01 17:45:05,0,11,1,66.0,0,115.0,1.0,5243.0,2024-11-04 08:10:24,2
845.14,2023-01-09 16:21:35,0,28,1,73.0,2,183.0,1.0,1702.65,2024-11-04 08:11:10,2
59.73,2023-05-22 16:38:39,1,14,0,27.0,3,56.0,1.0,800.93,2024-11-04 08:10:10,0
758.77,2023-06-23 16:12:15,1,35,0,60.0,1,114.0,1.0,7231.47,2024-11-04 08:08:24,2
301.51,2023-02-24 16:33:33,1,5,0,22.0,3,284.0,1.0,1052.31,2024-11-04 08:11:09,1
418.03,2023-09-04 17:46:40,1,2,1,58.0,0,161.0,1.0,10721.29,2024-11-04 08:08:43,3
118.06,2023-05-24 17:07:57,0,19,1,32.0,0,31.0,1.0,13560.63,2024-11-04 08:07:10,3
483.92,2023-10-16 18:57:30,1,27,0,70.0,2,115.0,1.0,3138.0,2024-11-04 08:06:59,2
78.93,2023-02-17 16:41:31,1,23,0,38.0,0,145.0,1.0,9916.24,2024-11-04 08:12:17,3
36.63,2023-05-04 17:02:55,1,24,0,75.0,2,261.0,1.0,7941.73,2024-11-04 08:07:35,1
87.85,2023-12-13 17:25:54,1,7,1,49.0,1,63.0,1.0,3753.24,2024-11-04 08:07:16,2
1001.83,2023-07-17 17:46:06,1,30,2,31.0,0,55.0,1.0,9733.83,2024-11-04 08:11:43,3
705.34,2023-09-12 18:52:56,1,42,2,59.0,0,124.0,1.0,5003.22,2024-11-04 08:12:18,2
146.55,2023-08-03 18:35:54,1,41,2,54.0,2,124.0,5.0,4087.44,2024-11-04 08:07:38,2
116.89,2023-11-20 16:31:15,1,8,2,71.0,2,226.0,1.0,4880.31,2024-11-04 08:06:37,1
106.41,2023-01-16 16:37:34,1,20,1,57.0,2,87.0,1.0,1310.38,2024-11-04 08:07:01,2
1087.9,2023-03-27 18:06:17,1,4,0,78.0,2,103.0,1.0,2513.51,2024-11-04 08:12:04,2
584.41,2023-01-02 16:51:47,1,19,0,23.0,3,41.0,1.0,4475.22,2024-11-04 08:11:29,0
584.98,2023-06-12 16:25:22,0,6,1,55.0,2,121.0,1.0,6521.05,2024-11-04 08:07:59,2
79.21,2023-11-24 17:52:34,1,7,1,56.0,2,140.0,1.0,1615.04,2024-11-04 08:07:01,2
173.13,2023-10-05 16:46:31,0,1,2,20.0,3,288.0,1.0,1490.34,2024-11-04 08:07:24,1
335.7,2023-01-30 17:47:41,1,12,0,80.0,3,57.0,1.0,6601.44,2024-11-04 08:10:11,2
1225.5,2023-11-27 16:02:08,0,19,2,50.0,0,109.0,1.0,8611.17,2024-11-04 08:11:41,3
422.81,2023-11-20 16:07:20,1,20,1,28.0,3,193.0,1.0,1929.28,2024-11-04 08:10:28,0
135.43,2023-10-06 16:14:51,1,38,0,57.0,2,92.0,1.0,5315.83,2024-11-04 08:08:57,2
584.88,,1,30,0,26.0,3,121.0,1.0,548.45,2024-11-04 08:11:03,0
308.94,2023-04-03 16:35:29,1,20,2,25.0,3,167.0,1.0,1931.66,2024-11-04 08:07:47,0
295.93,2023-02-20 17:26:39,1,4,1,36.0,0,117.0,1.0,1050.63,2024-11-04 08:09:56,0
1512.99,2023-08-08 17:15:50,1,30,2,19.0,3,50.0,1.0,9963.39,2024-11-04 08:09:45,3
77.44,2023-06-26 16:28:59,1,42,1,58.0,2,268.0,1.0,1950.63,2024-11-04 08:10:59,1
92.5,2023-09-25 16:22:10,0,39,2,40.0,1,70.0,1.0,6295.45,2024-11-04 08:08:25,3
97.74,2023-09-04 16:46:29,0,20,2,41.0,1,137.0,1.0,4113.63,2024-11-04 08:07:15,0
291.68,2023-08-07 18:07:57,1,8,0,21.0,3,90.0,1.0,1451.02,2024-11-04 08:11:59,0
56.96,2023-06-26 17:38:30,1,0,0,22.0,3,135.0,1.0,1597.85,2024-11-04 08:07:18,0
436.8,2023-07-03 16:15:11,1,39,2,27.0,3,92.0,1.0,1256.33,2024-11-04 08:10:00,0
259.49,2023-06-09 16:31:56,1,2,2,72.0,2,292.0,1.0,7320.61,2024-11-04 08:07:31,1
726.26,2023-02-13 17:13:49,1,29,2,57.0,2,147.0,1.0,2150.38,2024-11-04 08:06:49,2
568.68,2023-04-25 18:47:16,1,15,0,72.0,2,101.0,1.0,2940.04,2024-11-04 08:08:39,2
77.57,2023-12-13 17:02:21,1,1,2,49.0,3,225.0,1.0,12801.93,2024-11-04 08:07:54,1
999.28,2023-05-22 17:45:50,1,4,2,29.0,1,40.0,1.0,4272.41,2024-11-04 08:12:15,0
14.16,2023-01-09 16:49:07,0,28,1,74.0,2,290.0,1.0,5399.76,2024-11-04 08:10:20,1
1142.83,2023-07-14 17:44:23,0,29,1,61.0,2,48.0,1.0,2467.39,2024-11-04 08:11:26,2
61.33,2023-09-20 18:18:00,1,33,0,27.0,1,129.0,1.0,7537.4,2024-11-04 08:06:27,3
27.64,2023-06-09 17:14:26,1,27,2,54.0,1,23.0,1.0,7498.51,2024-11-04 08:08:22,3
3.85,2023-04-17 16:27:27,1,38,0,29.0,0,32.0,1.0,10506.41,2024-11-04 08:08:51,3
431.22,2023-04-21 16:25:49,0,2,1,73.0,2,129.0,1.0,6505.98,2024-11-04 08:07:30,2
178.55,2023-12-15 16:16:30,1,15,1,55.0,1,67.0,1.0,7568.4,2024-11-04 08:12:21,3
248.76,2023-05-24 16:12:18,1,10,0,18.0,3,56.0,1.0,546.46,2024-11-04 08:06:33,0
76.16,2023-11-21 16:45:29,1,37,0,23.0,3,99.0,1.0,1072.25,2024-11-04 08:12:04,0
347.25,2023-01-30 18:49:52,1,16,0,69.0,0,250.0,1.0,7273.55,2024-11-04 08:08:01,1
28.04,2023-02-15 16:37:09,1,20,0,57.0,0,146.0,1.0,11197.54,2024-11-04 08:12:17,3
325.98,2023-07-20 16:58:39,1,42,0,19.0,3,277.0,1.0,782.35,2024-11-04 08:08:23,0
249.56,2023-11-20 16:05:05,1,27,1,76.0,2,246.0,1.0,4444.95,2024-11-04 08:11:08,1
17.43,2023-02-23 16:21:38,1,0,0,56.0,0,33.0,1.0,10658.88,2024-11-04 08:08:36,3
198.01,2023-04-24 17:46:41,0,2,1,26.0,3,40.0,1.0,250.93,2024-11-04 08:10:09,0
585.58,2023-09-04 16:13:40,1,33,1,23.0,3,55.0,1.0,1729.02,2024-11-04 08:09:16,0
434.67,2023-12-05 18:33:02,0,41,2,27.0,3,124.0,1.0,1298.13,2024-11-04 08:10:09,0
510.7,2023-06-07 16:35:27,0,26,2,27.0,3,294.0,1.0,5828.48,2024-11-04 08:07:57,1
331.98,2023-08-28 16:40:01,1,10,0,74.0,2,12.0,1.0,7600.99,2024-11-04 08:09:26,2
199.54,2023-10-10 17:24:33,1,32,2,56.0,1,268.0,1.0,9603.73,2024-11-04 08:10:49,1
212.97,2023-11-14 16:56:34,1,1,2,59.0,1,178.0,1.0,4180.4,2024-11-04 08:10:42,1
270.56,2023-02-17 16:57:32,1,30,2,23.0,3,139.0,1.0,1268.44,2024-11-04 08:08:05,0
306.37,2023-06-27 18:26:08,1,7,0,26.0,1,120.0,1.0,9609.67,2024-11-04 08:07:43,3
643.02,2023-10-02 17:47:19,0,11,0,38.0,0,85.0,1.0,11989.39,2024-11-04 08:07:01,3
98.48,2023-02-16 17:14:41,1,24,1,47.0,1,12.0,1.0,9538.92,2024-11-04 08:11:29,3
889.01,2023-08-29 17:55:07,1,41,2,36.0,1,169.0,1.0,4826.88,2024-11-04 08:11:23,1
537.86,2023-09-19 16:44:21,1,18,2,27.0,3,134.0,1.0,293.06,2024-11-04 08:09:27,0
241.18,2023-05-30 18:29:15,1,23,0,25.0,3,162.0,1.0,1445.53,2024-11-04 08:06:56,0
130.54,2023-04-05 17:20:36,1,1,0,64.0,0,94.0,1.0,11204.62,2024-11-04 08:09:50,3
800.29,2023-12-04 16:25:27,0,36,1,20.0,3,84.0,1.0,693.4,2024-11-04 08:11:42,0
8.81,2023-05-22 16:57:30,1,9,2,57.0,0,165.0,1.0,13523.65,2024-11-04 08:09:40,3
28.52,2023-06-02 16:54:12,1,11,0,20.0,3,163.0,1.0,662.51,2024-11-04 08:08:28,0
431.31,2023-05-01 16:18:16,0,1,2,23.0,3,99.0,1.0,342.73,2024-11-04 08:09:29,0
885.33,2023-08-22 18:41:50,0,33,0,47.0,1,59.0,1.0,7764.16,2024-11-04 08:10:03,3
199.23,2023-09-04 16:04:27,1,40,0,29.0,1,54.0,1.0,9834.0,2024-11-04 08:07:46,3
42.26,2023-10-26 16:19:25,1,33,0,44.0,0,171.0,1.0,268.77,2024-11-04 08:09:35,0
166.06,2023-07-14 16:06:06,1,16,0,30.0,1,172.0,1.0,5397.68,2024-11-04 08:07:04,0
357.72,2023-08-07 17:29:48,1,24,0,53.0,2,25.0,1.0,7659.5,2024-11-04 08:11:19,3
588.37,2023-01-05 17:48:29,1,9,2,28.0,3,284.0,1.0,1926.08,2024-11-04 08:07:39,1
72.82,2023-11-10 16:50:35,1,15,2,68.0,0,127.0,1.0,6911.62,2024-11-04 08:06:49,2
162.36,2023-11-22 16:10:32,1,40,2,36.0,1,147.0,1.0,7527.04,2024-11-04 08:09:02,3
584.82,2023-10-17 16:11:26,0,26,2,43.0,0,109.0,1.0,12071.1,2024-11-04 08:09:47,3
38.15,2023-10-06 16:37:16,0,28,2,72.0,2,129.0,1.0,1425.47,2024-11-04 08:12:23,2
477.54,2023-08-21 17:20:05,0,37,0,23.0,3,52.0,1.0,1598.63,2024-11-04 08:06:48,0
639.57,2023-12-18 16:25:18,1,30,1,60.0,0,43.0,1.0,11726.47,2024-11-04 08:12:02,3
58.23,2023-07-26 17:25:23,1,31,2,28.0,3,34.0,1.0,9189.76,2024-11-04 08:09:59,3
776.21,2023-02-22 17:15:20,0,33,2,78.0,2,99.0,1.0,4895.87,2024-11-04 08:06:38,2
211.36,2023-03-20 18:51:53,1,32,1,21.0,3,117.0,1.0,6178.77,2024-11-04 08:09:07,0
188.61,2024-01-01 17:16:23,1,4,2,67.0,2,26.0,1.0,7167.57,2024-11-04 08:06:23,2
675.37,2023-12-29 16:45:06,0,17,2,56.0,2,31.0,1.0,4704.91,2024-11-04 08:11:11,2
94.82,2023-03-21 16:36:30,0,8,1,67.0,2,56.0,1.0,1267.72,2024-11-04 08:12:17,2
425.18,2023-02-20 16:16:39,0,14,2,59.0,1,135.0,1.0,5790.55,2024-11-04 08:11:26,2
50.28,2023-02-02 16:20:28,1,28,1,60.0,1,65.0,1.0,5729.1,2024-11-04 08:06:46,2
864.72,2023-08-25 16:35:39,0,11,1,34.0,1,112.0,1.0,7379.38,2024-11-04 08:11:10,3
70.68,2023-11-22 17:01:08,1,12,2,25.0,3,105.0,1.0,1478.41,2024-11-04 08:10:55,0
261.77,2023-01-12 18:07:21,1,6,2,28.0,3,46.0,1.0,824.71,2024-11-04 08:11:48,0
183.22,2023-10-05 18:40:15,1,25,0,27.0,3,63.0,1.0,1024.42,2024-11-04 08:07:27,0
58.32,2023-07-31 16:21:15,0,21,1,29.0,1,275.0,4.0,6027.49,2024-11-04 08:06:58,1
156.86,2023-01-30 16:37:53,1,5,0,51.0,0,102.0,1.0,14453.35,2024-11-04 08:10:27,3
120.67,2023-12-25 18:16:39,1,7,0,42.0,0,233.0,1.0,5374.54,2024-11-04 08:12:08,1
308.62,2023-10-06 18:59:06,0,34,1,59.0,1,101.0,1.0,9148.08,2024-11-04 08:06:47,3
506.81,2023-12-20 16:17:24,1,25,0,59.0,1,41.0,1.0,2757.23,2024-11-04 08:08:00,2
328.39,2023-11-09 16:47:01,1,27,0,41.0,1,108.0,1.0,2523.83,2024-11-04 08:11:57,0
796.3,2023-03-22 16:03:01,1,2,1,67.0,2,64.0,1.0,1498.79,2024-11-04 08:08:32,2
72.47,2023-10-17 18:02:43,1,4,2,29.0,0,72.0,1.0,1305.56,2024-11-04 08:11:10,0
279.6,2023-05-31 16:28:06,1,13,0,25.0,3,131.0,1.0,1910.9,2024-11-04 08:06:53,0
304.2,2023-06-08 16:06:13,1,16,2,25.0,3,102.0,1.0,423.64,2024-11-04 08:10:19,0
351.38,2023-06-26 18:41:55,1,27,1,64.0,2,21.0,1.0,7606.63,2024-11-04 08:06:32,2
86.07,2023-11-20 18:40:45,1,9,1,31.0,0,23.0,1.0,842.56,2024-11-04 08:12:19,0
604.5,2023-08-08 18:39:24,1,32,0,28.0,3,80.0,1.0,709.42,2024-11-04 08:06:32,0
258.7,2023-02-22 17:12:15,1,5,0,27.0,3,123.0,1.0,1358.37,2024-11-04 08:06:36,0
994.63,2023-06-21 16:00:07,1,2,2,61.0,0,158.0,1.0,13538.14,2024-11-04 08:09:25,3
11.46,2023-01-31 17:14:32,0,2,1,75.0,2,64.0,1.0,7258.33,2024-11-04 08:08:10,2
63.76,2023-06-27 17:44:24,1,35,0,69.0,2,100.0,1.0,4980.26,2024-11-04 08:10:22,2
446.83,2023-06-26 18:51:31,0,24,1,55.0,2,143.0,1.0,1623.5,2024-11-04 08:09:33,2
63.54,2023-05-22 18:23:18,1,9,0,26.0,1,136.0,1.0,4401.78,2024-11-04 08:07:31,0
81.11,2023-10-16 18:07:26,1,5,2,48.0,1,110.0,1.0,2051.37,2024-11-04 08:07:46,2
441.26,2023-02-27 16:07:46,0,40,1,58.0,0,87.0,5.0,13704.92,2024-11-04 08:11:41,3
170.96,2023-12-28 16:46:46,1,42,1,64.0,0,69.0,1.0,13374.89,2024-11-04 08:06:53,3
48.51,2023-01-09 17:22:18,1,2,1,22.0,3,69.0,1.0,3363.23,2024-11-04 08:10:53,0
325.03,2023-01-11 17:04:19,1,17,1,60.0,0,106.0,1.0,13521.76,2024-11-04 08:10:08,3
125.83,2023-05-29 17:14:03,1,20,1,57.0,2,138.0,1.0,6109.86,2024-11-04 08:11:30,2
506.83,2023-04-24 17:27:12,1,16,1,37.0,1,45.0,1.0,9975.79,2024-11-04 08:07:31,3
738.94,2023-10-09 18:54:21,1,30,1,41.0,0,173.0,1.0,13856.18,2024-11-04 08:08:51,3
180.36,2023-05-30 16:12:10,0,28,2,33.0,1,55.0,1.0,9905.23,2024-11-04 08:06:40,3
225.1,2023-12-11 17:28:44,1,4,0,28.0,3,35.0,1.0,1547.71,,0
359.51,2023-11-30 18:08:39,1,5,1,79.0,2,157.0,1.0,7153.72,2024-11-04 08:12:11,2
720.46,2023-12-07 16:10:40,1,40,1,54.0,2,44.0,1.0,3101.54,2024-11-04 08:08:35,2
1116.57,2023-02-23 16:54:09,1,40,0,56.0,2,104.0,1.0,1393.14,2024-11-04 08:07:14,2
291.46,2023-02-08 16:29:56,1,24,0,57.0,2,135.0,1.0,7142.53,2024-11-04 08:10:03,2
1192.95,2023-12-04 18:30:00,1,19,1,23.0,3,73.0,1.0,325.15,2024-11-04 08:08:01,0
98.24,2023-04-10 17:58:46,1,23,2,28.0,3,148.0,1.0,580.66,2024-11-04 08:08:58,0
100.48,2023-02-17 16:53:25,0,25,1,18.0,3,104.0,1.0,6149.81,2024-11-04 08:12:12,0
45.9,2023-07-04 18:55:57,1,8,1,56.0,1,264.0,1.0,5698.25,2024-11-04 08:07:45,1
258.21,2023-11-27 17:19:31,1,35,2,39.0,0,225.0,1.0,9562.41,2024-11-04 08:10:11,1
1079.11,2023-05-05 16:42:25,1,19,2,53.0,1,211.0,1.0,2038.31,2024-11-04 08:07:41,1
287.51,2023-05-22 16:57:31,1,12,2,22.0,3,255.0,1.0,187.65,2024-11-04 08:08:19,0
501.3,2023-05-22 18:27:37,0,35,2,26.0,1,146.0,1.0,8520.08,2024-11-04 08:08:07,3
26.1,2023-02-17 16:21:21,1,23,0,27.0,3,32.0,1.0,1435.72,2024-11-04 08:07:09,0
436.77,2023-09-28 16:14:49,1,17,0,20.0,3,176.0,1.0,825.69,2024-11-04 08:09:11,0
292.38,2023-05-15 16:49:14,1,3,0,68.0,0,224.0,1.0,5803.89,2024-11-04 08:09:42,1
1026.46,2023-06-21 16:40:17,1,30,1,53.0,2,165.0,1.0,3134.47,2024-11-04 08:07:24,2
25.29,2023-07-27 18:34:19,1,24,2,50.0,3,125.0,1.0,5374.69,2024-11-04 08:06:44,2
123.35,2023-08-11 17:00:56,0,3,2,31.0,0,10.0,1.0,6852.16,2024-11-04 08:09:58,3
139.52,2023-09-22 18:02:42,1,32,1,23.0,3,31.0,1.0,1570.22,2024-11-04 08:08:00,0
51.2,2023-03-13 18:45:47,1,40,2,18.0,3,83.0,1.0,730.6,2024-11-04 08:06:44,0
122.85,2023-11-29 17:38:53,0,39,2,47.0,0,127.0,3.0,13185.39,2024-11-04 08:07:00,3
161.38,2023-11-09 16:06:17,0,7,2,24.0,3,101.0,1.0,3900.34,2024-11-04 08:10:55,0
2.51,2023-04-17 16:04:21,1,3,2,63.0,2,32.0,1.0,4891.56,2024-11-04 08:11:22,2
22.62,2023-05-10 16:35:02,1,41,0,64.0,0,102.0,1.0,7682.0,2024-11-04 08:11:17,2
126.83,2023-02-20 16:40:25,1,2,1,57.0,2,39.0,1.0,6100.98,2024-11-04 08:10:31,2
46.6,2023-08-30 17:54:55,1,11,2,55.0,0,68.0,1.0,1562.9,2024-11-04 08:06:23,2
243.8,2023-01-03 16:42:41,1,37,1,57.0,0,48.0,1.0,13732.81,2024-11-04 08:10:09,3
231.51,2023-08-28 17:22:16,0,28,1,60.0,2,96.0,1.0,5790.7,2024-11-04 08:12:09,2
175.05,2023-01-02 17:05:16,1,13,2,39.0,1,34.0,1.0,1447.35,2024-11-04 08:08:09,0
762.74,2023-05-02 17:24:54,1,20,0,64.0,0,244.0,1.0,207.1,2024-11-04 08:06:39,1
34.03,2023-05-22 17:09:30,1,20,1,57.0,1,38.0,1.0,3077.2,2024-11-04 08:09:59,2
15.95,2023-03-14 17:10:00,1,33,1,25.0,3,52.0,1.0,1983.0,2024-11-04 08:11:39,0
211.36,2023-11-24 17:24:24,1,25,0,57.0,1,107.0,1.0,3120.1,2024-11-04 08:06:24,2
101.51,2023-03-23 16:17:51,0,40,2,46.0,1,199.0,1.0,3052.47,2024-11-04 08:11:54,1
309.42,2023-10-18 16:51:31,1,14,1,27.0,1,42.0,1.0,8564.46,2024-11-04 08:10:21,3
257.6,2023-12-18 16:30:46,0,13,2,59.0,2,293.0,1.0,7950.74,2024-11-04 08:09:57,1
746.78,2023-11-27 16:29:16,0,13,1,21.0,3,64.0,1.0,1699.81,2024-11-04 08:07:44,0
82.01,2023-12-25 17:27:57,0,34,1,23.0,3,156.0,1.0,287.46,2024-11-04 08:07:14,0
476.99,2023-01-10 16:00:32,1,36,2,23.0,3,187.0,1.0,1154.48,2024-11-04 08:10:10,0
320.11,,1,12,1,23.0,3,130.0,1.0,4076.48,2024-11-04 08:07:38,0
333.39,2023-09-11 16:36:59,1,30,0,68.0,0,35.0,1.0,10628.59,2024-11-04 08:08:37,3
10.3,2023-12-07 16:59:06,1,14,0,47.0,1,197.0,1.0,7801.32,2024-11-04 08:10:12,1
737.46,2023-01-03 16:28:03,0,0,1,53.0,0,75.0,4.0,634.16,2024-11-04 08:07:37,2
416.55,2023-05-05 17:31:53,1,28,2,33.0,1,73.0,1.0,922.96,,0
84.91,2023-10-16 18:38:15,1,33,2,18.0,3,68.0,1.0,4734.110000000001,2024-11-04 08:06:59,0
98.95,2023-12-29 17:37:37,1,23,1,75.0,2,73.0,1.0,5670.82,2024-11-04 08:07:52,2
18.14,2023-02-17 18:46:59,0,25,0,58.0,2,48.0,1.0,6020.85,2024-11-04 08:11:08,2
1154.79,2023-08-02 17:52:47,1,8,0,51.0,0,108.0,1.0,6180.3,2024-11-04 08:11:47,2
215.13,2023-01-05 16:02:42,1,5,2,46.0,1,114.0,1.0,3956.69,2024-11-04 08:08:16,2
218.57,2023-10-16 16:30:38,0,22,1,62.0,0,102.0,1.0,13869.86,2024-11-04 08:08:19,3
341.88,2023-06-14 16:34:43,1,2,0,43.0,1,89.0,1.0,4159.52,2024-11-04 08:11:00,2
691.92,2023-07-10 16:37:18,1,4,2,19.0,3,61.0,1.0,1084.65,2024-11-04 08:12:13,0
50.43,2023-07-10 16:06:28,1,38,1,32.0,0,51.0,1.0,9794.26,2024-11-04 08:09:10,3
440.43,2023-09-21 17:41:34,1,7,1,78.0,2,23.0,1.0,5123.24,2024-11-04 08:07:52,2
299.03,2023-01-19 17:27:01,1,8,1,39.0,1,52.0,1.0,1381.28,2024-11-04 08:10:02,0
1.98,2023-12-25 17:41:33,1,39,0,66.0,0,170.0,1.0,11619.1,2024-11-04 08:10:47,3
173.45,2023-12-25 16:25:43,1,30,0,31.0,1,161.0,1.0,9077.62,2024-11-04 08:07:11,3
438.76,2023-02-13 16:48:50,1,35,1,22.0,3,73.0,1.0,1824.19,2024-11-04 08:11:13,0
519.62,2023-11-23 17:42:11,0,42,2,71.0,2,40.0,1.0,4159.33,2024-11-04 08:06:37,2
738.68,2023-03-07 16:36:08,1,6,2,50.0,0,124.0,1.0,14352.33,2024-11-04 08:11:40,3
151.14,2023-06-01 16:18:49,1,22,2,64.0,2,38.0,1.0,2156.54,2024-11-04 08:11:40,2
