Sex,Length,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight,Rings,Cluster,PCA1,PCA2
1,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7,2,-4.192663655760005,-0.1534355240922047
1,0.35,0.28,0.075,0.196,0.082,0.04,0.064,8,2,-3.973694269372648,-0.15454727799460807
1,0.35,0.265,0.08,0.192,0.081,0.0465,0.053,6,2,-4.004191976185146,-0.15622629622635484
1,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7,2,-3.236050467989962,-0.1459403552902326
1,0.395,0.31,0.095,0.313,0.131,0.072,0.093,7,2,-3.1316111674414633,-0.15107167060274945
1,0.415,0.31,0.105,0.3595,0.167,0.083,0.0915,6,2,-2.834833605983902,-0.14596660070803597
1,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7,2,-2.7267309965502506,-0.13755484282191438
1,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8,0,-1.250521337333156,-0.10310870072740483
2,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9,0,-0.7290465913629125,1.6340887279711385
0,0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,7,0,-1.3947861896847666,-1.8194548910679689
0,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9,0,1.3967972384078935,-1.7892172953934715
2,0.56,0.45,0.14,0.9,0.472,0.182,0.218,7,0,0.6648881659040019,1.6634812950106812
2,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9,0,1.2739687887968152,1.6681583332024739
0,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8,1,2.144229611280214,-1.7853231803932115
2,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8,1,1.4852829346581513,1.6864418889749266
0,0.595,0.475,0.165,1.148,0.444,0.214,0.37,10,1,1.6565557189395292,-1.7968947492741933
2,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11,0,1.601384864772766,1.6765573414176314
2,0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,9,0,1.5119364629563552,1.665373710240466
0,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11,1,1.82017860295647,-1.762646499906746
2,0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10,1,2.8264995480710278,1.6777951072558495
0,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10,1,3.633126229422941,-1.7405051008318106
2,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13,1,5.262608694378538,1.763475470517193
2,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,13,1,7.125126528249512,1.8578777777575837
1,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,4,2,-5.199412397071931,-0.15547879497861147
1,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6,2,-4.872200814763901,-0.15487796391151126
1,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6,2,-4.381087583230188,-0.1571721992851648
1,0.35,0.265,0.095,0.199,0.073,0.049,0.06,5,2,-3.8504287513373985,-0.16663562345943703
1,0.36,0.27,0.09,0.219,0.097,0.0405,0.065,6,2,-3.7969032809666903,-0.15816520084554297
1,0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063,6,2,-3.6398282435931986,-0.16825240439367514
1,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6,2,-3.551906947805884,-0.14913217807414142
1,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,7,2,-3.5305804485315226,-0.15500684175926785
1,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6,2,-3.5210837940304516,-0.15983216072342785
1,0.395,0.3,0.09,0.279,0.134,0.049,0.075,8,2,-3.3768434109358614,-0.14938375528456768
1,0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6,2,-2.6481757259079854,-0.1427043676993239
1,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8,2,-2.089158826761705,-0.14641708866231945
1,0.465,0.37,0.1,0.5055,0.234,0.11,0.14,7,2,-1.978932683783479,-0.1250170436925115
0,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7,2,-1.9995825391522044,-1.8611536752358726
2,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,8,0,-0.9474611253805048,1.6330508884757498
1,0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7,2,-1.9695134285678089,-0.12892335763787097
0,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9,0,-1.0250088456247055,-1.8221235245934404
1,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,8,0,-0.7064327163205022,-0.12219734276295863
1,0.5,0.385,0.11,0.596,0.3015,0.104,0.151,8,0,-1.098022871379625,-0.0896095558564977
0,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8,0,-0.965944061036567,-1.824684155744487
2,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7,0,-0.6982651551820817,1.623751344057999
2,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,7,0,-0.1395088429180338,1.6563874572299302
0,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7,0,-0.1848010682027217,-1.8087826189214165
2,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8,0,0.6821224992682485,1.6308348339903729
0,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8,0,0.6454913756181657,-1.78482127783956
0,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8,0,0.25055273461394506,-1.7582982473804305
0,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8,0,1.503692257748727,-1.7731972161448475
2,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9,1,1.5296345132536346,1.6602323701152382
0,0.61,0.48,0.16,1.234,0.598,0.238,0.315,12,1,1.9633246306789613,-1.7513465265953638
0,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,10,1,2.431692594153633,-1.7722263320633027
0,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,8,1,1.5185818099465853,-1.78356457598414
2,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8,1,2.932431786871809,1.6935161522384752
2,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9,1,1.759247982569319,1.6593881051964166
0,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11,1,1.9560290157848839,-1.7924809834420055
0,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10,1,2.220217944580329,-1.774337055080471
2,0.625,0.485,0.17,1.437,0.5855,0.293,0.475,11,1,2.8993844773060937,1.6863169746355289
2,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,10,1,2.277109655786853,1.6922368335090512
0,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9,1,2.204332496257533,-1.803684609113552
2,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9,1,3.017448289068192,1.7043358706784035
2,0.66,0.525,0.18,1.478,0.5815,0.381,0.372,10,1,3.3264704914371563,1.6834909529864077
0,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11,1,3.922058740969788,-1.6966924490131563
0,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,10,1,5.912465647970697,-1.691933896356192
2,0.72,0.565,0.2,1.787,0.718,0.385,0.529,11,1,4.845682638650233,1.7130408781088298
0,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9,1,4.403540000861652,-1.7078209705213974
1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3,2,-6.0409540870574565,-0.14940091396463953
1,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013,4,2,-5.672118273673858,-0.1517741000960048
1,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,6,2,-3.7834917221865227,-0.14665937781731486
1,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765,6,2,-3.345064691390021,-0.15213728359882644
1,0.4,0.29,0.1,0.258,0.104,0.059,0.0815,7,2,-3.32860597910752,-0.1623875401014994
1,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,6,2,-3.078963513447118,-0.15827825837227325
1,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7,2,-2.4453060399290707,-0.1398749379073989
1,0.44,0.33,0.11,0.38,0.197,0.079,0.09,7,2,-2.5707263068305877,-0.14325045226296582
1,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,8,2,-2.3310097835424806,-0.13496278235391843
1,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,6,2,-2.477947670052409,-0.13316822796087638
1,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,7,0,-1.4877968523177127,-0.14913803393926076
1,0.47,0.355,0.115,0.4155,0.167,0.084,0.139,7,2,-2.1857299223081914,-0.15490507113116556
1,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,8,0,-0.14540033612844688,-0.10170715892540631
1,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7,0,-0.9486071370584266,-0.06793876122335331
0,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8,0,1.5064627649687388,-1.7632349858324188
1,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8,0,-0.7576645999673516,-0.10128713763477205
1,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,8,0,-0.9668614462054372,-0.11902688835340411
0,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8,0,-0.4233138415972279,-1.829947662997633
2,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,10,0,0.1701214328594539,1.615600288464656
2,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8,0,1.044566462240667,1.6555611267162031
2,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8,0,0.49386376646259406,1.6447078724322919
2,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,8,0,0.44348801829726076,1.6395889378494017
0,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9,0,0.3034123157666583,-1.7894734969574275
2,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8,0,0.021940390178855552,1.6403026746252367
2,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8,0,0.7124325657444175,1.6428442595842132
0,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9,0,1.1494973221653844,-1.7658282335503606
2,0.59,0.46,0.145,0.929,0.38,0.24,0.255,10,0,1.0314022212136975,1.6409996375375613
0,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9,0,1.4911685898943032,-1.7802852570321595
2,0.6,0.41,0.145,0.939,0.4475,0.196,0.268,8,0,0.8647194377304388,1.6587946925608616
2,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12,1,1.797000000673368,1.6608584457213176
2,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10,1,2.078786802879872,1.6623160290746029
0,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,11,1,2.1373522168829164,-1.8051560746267339
0,0.62,0.51,0.18,1.233,0.592,0.274,0.322,10,1,2.439256982864558,-1.765323786277215
2,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,10,1,1.916079279630368,1.6344011729284778
2,0.625,0.47,0.175,1.179,0.605,0.258,0.271,9,1,1.983285230362189,1.6770626740484664
0,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,11,1,2.0717992798766045,-1.7708190218383957
0,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9,1,2.2113301471863465,-1.7850719215673208
0,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10,1,2.809201820455607,-1.7416920349146547
2,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9,1,3.2845900965233414,1.7135349020169839
2,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11,1,3.420907223896933,1.7168233838463112
0,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11,1,3.8098930319180284,-1.7102333529052023
0,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9,1,2.777787671775048,-1.767481177636568
2,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,10,1,4.015466088244213,1.743401921443624
0,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12,1,3.847886462403258,-1.744004015192406
0,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11,1,4.762089919431673,-1.7104348134840095
0,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,11,1,4.1323689737461,-1.6809117158078493
2,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,11,1,4.740845269805239,1.7429557303686332
2,0.715,0.545,0.18,1.7405,0.871,0.347,0.449,10,1,4.434890452646814,1.7600676893904812
0,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11,1,4.62572420501556,-1.6962743384527836
1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3,2,-5.660122704421191,-0.15319265047604647
1,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,4,2,-5.349310345238097,-0.1556135434366324
1,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,4,2,-4.963713176202255,-0.1583299891933994
1,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6,2,-4.368368938234333,-0.16495960516908909
1,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505,6,2,-4.27748409179367,-0.1585345499682844
1,0.335,0.26,0.085,0.192,0.097,0.03,0.054,6,2,-4.060613686867416,-0.15546238799858864
1,0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575,7,2,-3.992958513491077,-0.16536885939038387
1,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056,6,2,-4.019108869517355,-0.16169609492837186
1,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054,6,2,-4.069734847004079,-0.15550825492336798
1,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7,2,-3.8622882597426695,-0.1587887206331941
1,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,7,2,-3.6949892126345922,-0.15465663690085488
1,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7,2,-3.6204773215503026,-0.15878858305873744
1,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6,2,-2.957523064250681,-0.15800093930625284
1,0.4,0.315,0.09,0.33,0.151,0.068,0.08,6,2,-3.140130091168394,-0.14310490851986318
1,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9,2,-3.3771978422978552,-0.15437109015056022
1,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8,2,-2.57549901630332,-0.14727417327242656
1,0.43,0.325,0.105,0.309,0.119,0.08,0.098,6,2,-2.8431058825553754,-0.16190371924447483
2,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7,2,-2.424976965430314,1.5790338972545297
1,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8,2,-2.371348560298162,-0.154043631699703
1,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8,2,-2.6143742537978545,-0.15120973962506662
1,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,8,2,-2.002769006588647,-0.12420463425015545
1,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,8,0,-1.5187672000886412,-0.1267140604895393
1,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8,2,-2.6495706325737247,-0.13772360352020013
1,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,9,0,-1.4229153721509533,-0.12091337358704192
1,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,8,0,-1.5069123534495776,-0.13528799327701158
1,0.475,0.35,0.115,0.498,0.2375,0.099,0.14,7,2,-1.9349403962399496,-0.13274751820689806
1,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9,0,-1.4344732531610054,-0.11682905109155872
0,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7,0,-1.1275409458135919,-1.8170700933926005
1,0.5,0.365,0.125,0.528,0.229,0.103,0.1645,9,0,-1.2000975774192515,-0.11789165453857281
2,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8,0,-1.0823897796761408,1.6133958300113456
1,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9,0,-0.5589489100843351,-0.10250471821786972
1,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,8,0,-1.0473889152630316,-0.09245139100426104
1,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9,0,-0.45069832043431857,-0.10080913910393705
1,0.53,0.42,0.13,0.658,0.296,0.1245,0.198,8,0,-0.4212265001722445,-0.10280265474155392
2,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8,0,0.015751994319462278,1.6256248344721045
1,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,9,0,-0.5471409003548582,-0.11145222951019695
1,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,8,0,-0.12255470445184925,-0.09662145018561792
1,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,10,0,0.6364451311417425,-0.07699657790936823
0,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,10,1,1.7073631698126785,-1.7721941989381076
2,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,10,1,1.5993794135780295,1.6965971184082642
1,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9,0,0.12307959777146064,-0.08334797201817307
0,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8,0,0.7542748714414731,-1.7923204357691958
1,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285,8,0,0.9371200961912055,-0.0945209771794098
1,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,9,0,0.38868210732992,-0.05207942082444594
0,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9,0,1.123461283461654,-1.8124906991872034
2,0.575,0.45,0.155,0.886,0.3605,0.211,0.2575,9,0,0.856914296480596,1.6277912161906416
1,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10,0,0.868208705371201,-0.06932071183879453
1,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10,0,0.5830338697592887,-0.08010358366432095
1,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,11,0,0.9667359842464955,-0.06925664075721408
2,0.58,0.47,0.165,1.041,0.54,0.166,0.279,9,0,1.394902087788331,1.6680776567305846
0,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9,0,1.261393052475753,-1.8020729493045244
0,0.585,0.46,0.165,1.058,0.486,0.25,0.294,9,1,1.4739587700871408,-1.786552376471428
0,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,10,0,0.66648408776096,-1.8146782774040056
0,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,9,1,1.636334247014241,-1.7882213555502289
2,0.6,0.47,0.15,0.928,0.4225,0.183,0.275,8,0,1.074542234836565,1.6435689294120157
0,0.6,0.475,0.155,1.059,0.441,0.19,0.39,11,0,1.6759673938242423,-1.78606056033633
2,0.6,0.475,0.23,1.157,0.522,0.2235,0.36,11,1,2.3676732043883386,1.6206666408208754
0,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,10,1,1.701440310579537,-1.7889602169021424
0,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,9,0,0.6838219416422469,-1.8156774884094267
0,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,10,1,1.597883357150029,-1.7924185015031242
2,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9,1,1.70886345870919,1.674368485379728
0,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10,1,2.2837763281672636,-1.7420252594700412
0,0.625,0.5,0.175,1.273,0.564,0.302,0.374,9,1,2.606836756092112,-1.765462331688942
2,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,11,1,2.0899765141670907,1.6577720334901338
2,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9,1,1.9504507228780539,1.6902877708591046
1,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,11,0,1.6220848994661896,-0.06622659088278525
2,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10,1,2.7756153236656047,1.7012375529732768
2,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,12,1,2.7652917801237265,1.705563737254739
2,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,11,1,3.2416705772401815,1.6979517811979707
0,0.65,0.52,0.195,1.6275,0.689,0.3905,0.432,11,1,3.9676977234666206,-1.727778553505291
0,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9,1,2.6107253358466367,-1.745453947676766
2,0.655,0.525,0.16,1.46,0.686,0.311,0.405,11,1,3.1426654484937795,1.7153987611683577
0,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,8,1,2.2127078789003094,-1.768556816401382
0,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12,1,2.6241515879470643,-1.7296601769170947
2,0.66,0.515,0.2,1.6465,0.749,0.422,0.401,11,1,4.140079416557287,1.7232145855492487
2,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,10,1,2.4475932803007607,1.695097654482108
2,0.685,0.53,0.17,1.56,0.647,0.383,0.465,11,1,3.8057676905147666,1.7071784063586712
2,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12,1,3.9289058803086854,1.7162598540985476
2,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,12,1,6.616108628664982,1.851768465734366
1,0.175,0.125,0.04,0.028,0.0095,0.008,0.009,4,2,-6.066922350836213,-0.14309671741926494
1,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,8,2,-3.5734427716032533,-0.15766659885668427
1,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077,5,2,-3.3078477685628376,-0.14719852074468928
1,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,7,2,-2.8130779007138824,-0.16279005616700873
1,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,8,0,-1.495784466479894,-0.10482093802130986
1,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,8,0,-1.1084492722307422,-0.08978659104857407
0,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,7,0,-1.0844434131932241,-1.8106989838518917
2,0.515,0.39,0.14,0.678,0.341,0.1325,0.119,8,0,-0.6256854885554435,1.6254094134658306
2,0.545,0.43,0.155,0.8035,0.409,0.144,0.228,7,0,0.3586385499491704,1.634408890344791
0,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,9,0,0.32601358010654086,-1.7587871733565255
2,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9,0,0.8764066446040362,1.632846458687438
0,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10,0,1.5984462742049943,-1.7849081412554433
2,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,10,1,1.809833383247849,1.6286591946879756
0,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,11,1,2.3942652540071574,-1.7260256260188245
2,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,11,0,1.7186077039803778,1.654479886576843
2,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9,1,2.883205040154447,1.713060377113013
2,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14,1,2.8180767944211884,1.6624593794436728
2,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9,0,1.2602601442373362,1.6571725919101121
2,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11,1,2.8218510551482154,1.6945479198481308
0,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,12,1,2.0680196668972037,-1.7885040151996117
0,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,9,1,2.5688952166256027,-1.760355955564658
0,0.655,0.455,0.17,1.275,0.583,0.303,0.333,8,1,2.400558516324001,-1.7545637670591139
2,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10,1,2.4141592038855713,1.682816076017811
2,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,10,1,3.6583572755745495,1.7271603386521792
0,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9,1,3.168675166802623,-1.7371330975153734
0,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10,1,3.4706564202585395,-1.7676766449085404
2,0.69,0.53,0.19,1.5955,0.678,0.331,0.48,10,1,3.937578058952142,1.7011295724160365
2,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10,1,5.07177148535564,1.7816267319318513
0,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,13,1,6.22547357309907,-1.68231259960136
1,0.27,0.205,0.05,0.084,0.03,0.0185,0.029,6,2,-5.144667399037916,-0.15020444397645374
1,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,7,2,-4.780243737052372,-0.16034555105326892
1,0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365,5,2,-4.54595340013809,-0.16341286984131867
1,0.3,0.225,0.075,0.1345,0.057,0.028,0.044,5,2,-4.569275748064763,-0.1581401595468219
1,0.3,0.22,0.065,0.1195,0.052,0.0155,0.035,5,2,-4.7720345873799825,-0.15439491385374876
1,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,6,2,-3.9190859801213915,-0.1613818080158734
1,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,6,2,-3.5540877328045397,-0.15823915573803846
1,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078,8,2,-3.441329855838756,-0.14864479728610797
1,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,6,2,-2.783465701608559,-0.153868628445054
1,0.44,0.34,0.105,0.344,0.123,0.081,0.125,8,2,-2.6290773919498807,-0.16099545362591486
1,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,8,2,-2.9193138018307723,-0.14887919616985892
1,0.445,0.345,0.12,0.4035,0.169,0.0825,0.13,7,2,-2.3057389835239426,-0.1564055348904116
1,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9,2,-2.121851009075724,-0.15960511348240958
1,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8,0,-1.5004850536415424,-0.11247000226191277
1,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8,2,-2.3714333317456524,-0.16400999894719073
1,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,7,2,-2.1982685977109835,-0.1494236127898178
1,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,9,2,-2.3250298577973645,-0.13765928243347375
1,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,9,2,-2.0810185374710106,-0.1548038751563548
1,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,8,0,-1.518614149317087,-0.13855177037836391
1,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,9,0,-1.17615497548856,-0.1196289617651924
1,0.515,0.405,0.13,0.573,0.213,0.134,0.195,9,0,-0.7287690358494748,-0.12471755238944443
1,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8,0,-0.4253252899846168,-0.10807560538026412
1,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10,0,-0.5315215224624837,-0.09605553375486417
0,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10,0,0.37649700501968997,-1.783453764892393
1,0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,9,0,0.20156082790622157,-0.07008437865562565
1,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,9,0,-0.13580903609027603,-0.11399287798697874
2,0.53,0.41,0.125,0.769,0.346,0.173,0.215,9,0,-0.11389089082660983,1.6391844825387245
1,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,11,0,-0.6643145884647601,-0.10006597549220803
2,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7,0,-0.16870531056393123,1.6255994161252214
1,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,10,0,0.45556174179429826,-0.0954475976974819
2,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9,0,-0.044713366054449685,1.6277202410277019
